kode_kabupaten,nama_kabupaten,kode_kec,nama_kec
226000,"Kota Denpasar, Prov. Bali",226003,"Kec. Denpasar Barat"
226000,"Kota Denpasar, Prov. Bali",226001,"Kec. Denpasar Selatan"
226000,"Kota Denpasar, Prov. Bali",226002,"Kec. Denpasar Timur"
226000,"Kota Denpasar, Prov. Bali",226004,"Kec. Denpasar Utara"
280200,"Kab. Lebak, Prov. Banten",280206,"Kec. Banjarsari"
280200,"Kab. Lebak, Prov. Banten",280203,"Kec. Bayah"
280200,"Kab. Lebak, Prov. Banten",280209,"Kec. Bojongmanik"
280200,"Kab. Lebak, Prov. Banten",280217,"Kec. Cibadak"
280200,"Kab. Lebak, Prov. Banten",280204,"Kec. Cibeber"
280200,"Kab. Lebak, Prov. Banten",280225,"Kec. Cigemblong"
280200,"Kab. Lebak, Prov. Banten",280224,"Kec. Cihara"
280200,"Kab. Lebak, Prov. Banten",280205,"Kec. Cijaku"
280200,"Kab. Lebak, Prov. Banten",280215,"Kec. Cikulur"
280200,"Kab. Lebak, Prov. Banten",280207,"Kec. Cileles"
280200,"Kab. Lebak, Prov. Banten",280223,"Kec. Cilograng"
280200,"Kab. Lebak, Prov. Banten",280214,"Kec. Cimarga"
280200,"Kab. Lebak, Prov. Banten",280212,"Kec. Cipanas"
280200,"Kab. Lebak, Prov. Banten",280226,"Kec. Cirinten"
280200,"Kab. Lebak, Prov. Banten",280220,"Kec. Curug bitung"
280200,"Kab. Lebak, Prov. Banten",280208,"Kec. Gunung kencana"
280200,"Kab. Lebak, Prov. Banten",280228,"Kec. Kalanganyar"
280200,"Kab. Lebak, Prov. Banten",280227,"Kec. Lebakgedong"
280200,"Kab. Lebak, Prov. Banten",280210,"Kec. Leuwidamar"
280200,"Kab. Lebak, Prov. Banten",280219,"Kec. Maja"
280200,"Kab. Lebak, Prov. Banten",280201,"Kec. Malingping"
280200,"Kab. Lebak, Prov. Banten",280211,"Kec. Muncang"
280200,"Kab. Lebak, Prov. Banten",280202,"Kec. Panggarangan"
280200,"Kab. Lebak, Prov. Banten",280218,"Kec. Rangkasbitung"
280200,"Kab. Lebak, Prov. Banten",280213,"Kec. Sajira"
280200,"Kab. Lebak, Prov. Banten",280221,"Kec. Sobang"
280200,"Kab. Lebak, Prov. Banten",280222,"Kec. Wanasalam"
280200,"Kab. Lebak, Prov. Banten",280216,"Kec. Warunggunung"
280100,"Kab. Pandeglang, Prov. Banten",280120,"Kec. Angsana"
280100,"Kab. Pandeglang, Prov. Banten",280117,"Kec. Banjar"
280100,"Kab. Pandeglang, Prov. Banten",280109,"Kec. Bojong"
280100,"Kab. Pandeglang, Prov. Banten",280119,"Kec. Cadasari"
280100,"Kab. Pandeglang, Prov. Banten",280127,"Kec. Carita"
280100,"Kab. Pandeglang, Prov. Banten",280103,"Kec. Cibaliung"
280100,"Kab. Pandeglang, Prov. Banten",280138,"Kec. Cibitung"
280100,"Kab. Pandeglang, Prov. Banten",280105,"Kec. Cigeulis"
280100,"Kab. Pandeglang, Prov. Banten",280123,"Kec. Cikedal"
280100,"Kab. Pandeglang, Prov. Banten",280104,"Kec. Cikeusik"
280100,"Kab. Pandeglang, Prov. Banten",280102,"Kec. Cimanggu"
280100,"Kab. Pandeglang, Prov. Banten",280116,"Kec. Cimanuk"
280100,"Kab. Pandeglang, Prov. Banten",280124,"Kec. Cipeucang"
280100,"Kab. Pandeglang, Prov. Banten",280125,"Kec. Cisata"
280100,"Kab. Pandeglang, Prov. Banten",280113,"Kec. Jiput"
280100,"Kab. Pandeglang, Prov. Banten",280122,"Kec. Kaduhejo"
280100,"Kab. Pandeglang, Prov. Banten",280121,"Kec. Karang Tanjung"
280100,"Kab. Pandeglang, Prov. Banten",280136,"Kec. Koroncong"
280100,"Kab. Pandeglang, Prov. Banten",280112,"Kec. Labuan"
280100,"Kab. Pandeglang, Prov. Banten",280139,"Kec. Majasari"
280100,"Kab. Pandeglang, Prov. Banten",280115,"Kec. Mandalawangi"
280100,"Kab. Pandeglang, Prov. Banten",280133,"Kec. Mekarjaya"
280100,"Kab. Pandeglang, Prov. Banten",280114,"Kec. Menes"
280100,"Kab. Pandeglang, Prov. Banten",280107,"Kec. Munjul"
280100,"Kab. Pandeglang, Prov. Banten",280111,"Kec. Pagelaran"
280100,"Kab. Pandeglang, Prov. Banten",280118,"Kec. Pandeglang"
280100,"Kab. Pandeglang, Prov. Banten",280106,"Kec. Panimbang"
280100,"Kab. Pandeglang, Prov. Banten",280126,"Kec. Patia"
280100,"Kab. Pandeglang, Prov. Banten",280108,"Kec. Picung"
280100,"Kab. Pandeglang, Prov. Banten",280135,"Kec. Pulosari"
280100,"Kab. Pandeglang, Prov. Banten",280110,"Kec. Saketi"
280100,"Kab. Pandeglang, Prov. Banten",280134,"Kec. Sindangresmi"
280100,"Kab. Pandeglang, Prov. Banten",280140,"Kec. Sobang"
280100,"Kab. Pandeglang, Prov. Banten",280132,"Kec. Sukaresmi"
280100,"Kab. Pandeglang, Prov. Banten",280101,"Kec. Sumur"
280400,"Kab. Serang, Prov. Banten",280420,"Kec. Anyar"
280400,"Kab. Serang, Prov. Banten",280434,"Kec. Bandung"
280400,"Kab. Serang, Prov. Banten",280405,"Kec. Baros"
280400,"Kab. Serang, Prov. Banten",280431,"Kec. Binuang"
280400,"Kab. Serang, Prov. Banten",280421,"Kec. Bojonegara"
280400,"Kab. Serang, Prov. Banten",280426,"Kec. Carenang"
280400,"Kab. Serang, Prov. Banten",280412,"Kec. Cikande"
280400,"Kab. Serang, Prov. Banten",280408,"Kec. Cikeusal"
280400,"Kab. Serang, Prov. Banten",280401,"Kec. Cinangka"
280400,"Kab. Serang, Prov. Banten",280403,"Kec. Ciomas"
280400,"Kab. Serang, Prov. Banten",280424,"Kec. Ciruas"
280400,"Kab. Serang, Prov. Banten",280433,"Kec. Gunung Sari"
280400,"Kab. Serang, Prov. Banten",280410,"Kec. Jawilan"
280400,"Kab. Serang, Prov. Banten",280429,"Kec. Kibin"
280400,"Kab. Serang, Prov. Banten",280411,"Kec. Kopo"
280400,"Kab. Serang, Prov. Banten",280413,"Kec. Kragilan"
280400,"Kab. Serang, Prov. Banten",280422,"Kec. Kramatwatu"
280400,"Kab. Serang, Prov. Banten",280435,"Kec. Lebak Wangi"
280400,"Kab. Serang, Prov. Banten",280419,"Kec. Mancak"
280400,"Kab. Serang, Prov. Banten",280404,"Kec. Pabuaran"
280400,"Kab. Serang, Prov. Banten",280402,"Kec. Padarincang"
280400,"Kab. Serang, Prov. Banten",280409,"Kec. Pamarayan"
280400,"Kab. Serang, Prov. Banten",280406,"Kec. Petir"
280400,"Kab. Serang, Prov. Banten",280425,"Kec. Pontang"
280400,"Kab. Serang, Prov. Banten",280430,"Kec. Pulo Ampel"
280400,"Kab. Serang, Prov. Banten",280432,"Kec. Tanara"
280400,"Kab. Serang, Prov. Banten",280427,"Kec. Tirtayasa"
280400,"Kab. Serang, Prov. Banten",280428,"Kec. Tunjung Teja"
280400,"Kab. Serang, Prov. Banten",280418,"Kec. Waringinkurung"
280300,"Kab. Tangerang, Prov. Banten",280313,"Kec. Balaraja"
280300,"Kab. Tangerang, Prov. Banten",280303,"Kec. Cikupa"
280300,"Kab. Tangerang, Prov. Banten",280324,"Kec. Cisauk"
280300,"Kab. Tangerang, Prov. Banten",280301,"Kec. Cisoka"
280300,"Kab. Tangerang, Prov. Banten",280305,"Kec. Curug"
280300,"Kab. Tangerang, Prov. Banten",280338,"Kec. Gunung Kaler"
280300,"Kab. Tangerang, Prov. Banten",280323,"Kec. Jambe"
280300,"Kab. Tangerang, Prov. Banten",280322,"Kec. Jayanti"
280300,"Kab. Tangerang, Prov. Banten",280334,"Kec. Kelapa Dua"
280300,"Kab. Tangerang, Prov. Banten",280325,"Kec. Kemiri"
280300,"Kab. Tangerang, Prov. Banten",280321,"Kec. Kosambi"
280300,"Kab. Tangerang, Prov. Banten",280314,"Kec. Kresek"
280300,"Kab. Tangerang, Prov. Banten",280315,"Kec. Kronjo"
280300,"Kab. Tangerang, Prov. Banten",280306,"Kec. Legok"
280300,"Kab. Tangerang, Prov. Banten",280316,"Kec. Mauk"
280300,"Kab. Tangerang, Prov. Banten",280339,"Kec. Mekar Baru"
280300,"Kab. Tangerang, Prov. Banten",280307,"Kec. Pagedangan"
280300,"Kab. Tangerang, Prov. Banten",280319,"Kec. Pakuhaji"
280300,"Kab. Tangerang, Prov. Banten",280304,"Kec. Panongan"
280300,"Kab. Tangerang, Prov. Banten",280312,"Kec. Pasar Kemis"
280300,"Kab. Tangerang, Prov. Banten",280317,"Kec. Rajeg"
280300,"Kab. Tangerang, Prov. Banten",280318,"Kec. Sepatan"
280300,"Kab. Tangerang, Prov. Banten",280336,"Kec. Sepatan Timur"
280300,"Kab. Tangerang, Prov. Banten",280335,"Kec. Sindang Jaya"
280300,"Kab. Tangerang, Prov. Banten",280337,"Kec. Solear"
280300,"Kab. Tangerang, Prov. Banten",280326,"Kec. Sukadiri"
280300,"Kab. Tangerang, Prov. Banten",280333,"Kec. Sukamulya"
280300,"Kab. Tangerang, Prov. Banten",280320,"Kec. Teluk naga"
280300,"Kab. Tangerang, Prov. Banten",280302,"Kec. Tiga raksa"
286000,"Kota Cilegon, Prov. Banten",286004,"Kec. Cibeber"
286000,"Kota Cilegon, Prov. Banten",286003,"Kec. Cilegon"
286000,"Kota Cilegon, Prov. Banten",286008,"Kec. Citangkil"
286000,"Kota Cilegon, Prov. Banten",286001,"Kec. Ciwandan"
286000,"Kota Cilegon, Prov. Banten",286005,"Kec. Grogol"
286000,"Kota Cilegon, Prov. Banten",286007,"Kec. Jombang"
286000,"Kota Cilegon, Prov. Banten",286002,"Kec. Pulomerak"
286000,"Kota Cilegon, Prov. Banten",286006,"Kec. Purwakarta"
286200,"Kota Serang, Prov. Banten",286201,"Kec. Cipocok Jaya"
286200,"Kota Serang, Prov. Banten",286202,"Kec. Curug"
286200,"Kota Serang, Prov. Banten",286203,"Kec. Kasemen"
286200,"Kota Serang, Prov. Banten",286207,"Kec. Serang"
286200,"Kota Serang, Prov. Banten",286205,"Kec. Taktakan"
286200,"Kota Serang, Prov. Banten",286206,"Kec. Walantaka"
286100,"Kota Tangerang, Prov. Banten",286105,"Kec. Batuceper"
286100,"Kota Tangerang, Prov. Banten",286106,"Kec. Benda"
286100,"Kota Tangerang, Prov. Banten",286111,"Kec. Cibodas"
286100,"Kota Tangerang, Prov. Banten",286101,"Kec. Ciledug"
286100,"Kota Tangerang, Prov. Banten",286102,"Kec. Cipondoh"
286100,"Kota Tangerang, Prov. Banten",286104,"Kec. Jati uwung"
286100,"Kota Tangerang, Prov. Banten",286108,"Kec. Karang Tengah"
286100,"Kota Tangerang, Prov. Banten",286110,"Kec. Karawaci"
286100,"Kota Tangerang, Prov. Banten",286107,"Kec. Larangan"
286100,"Kota Tangerang, Prov. Banten",286113,"Kec. Neglasari"
286100,"Kota Tangerang, Prov. Banten",286112,"Kec. Periuk"
286100,"Kota Tangerang, Prov. Banten",286109,"Kec. Pinang"
286100,"Kota Tangerang, Prov. Banten",286103,"Kec. Tangerang"
286300,"Kota Tangerang Selatan, Prov. Banten",286301,"Kec. Ciputat"
286300,"Kota Tangerang Selatan, Prov. Banten",286302,"Kec. Ciputat Timur"
286300,"Kota Tangerang Selatan, Prov. Banten",286303,"Kec. Pamulang"
286300,"Kota Tangerang Selatan, Prov. Banten",286304,"Kec. Pondok Aren"
286300,"Kota Tangerang Selatan, Prov. Banten",286305,"Kec. Serpong"
286300,"Kota Tangerang Selatan, Prov. Banten",286306,"Kec. Serpong Utara"
286300,"Kota Tangerang Selatan, Prov. Banten",286307,"Kec. Setu"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260322,"Kec. Air Nipis"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260319,"Kec. Bunga Mas"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260318,"Kec. Kedurang"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260321,"Kec. Kedurang Ilir"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260314,"Kec. Kota Manna"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260304,"Kec. Manna"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260320,"Kec. Pasar Manna"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260306,"Kec. Pino"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260315,"Kec. Pinoraya"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260305,"Kec. Seginim"
260300,"Kab. Bengkulu Selatan, Prov. Bengkulu",260323,"Kec. Ulu Manna"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260910,"Kec. Bang Haji"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260902,"Kec. Karang Tinggi"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260907,"Kec. Merigi Kelindang"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260908,"Kec. Merigi Sakti"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260904,"Kec. Pagar Jati"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260906,"Kec. Pematang Tiga"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260905,"Kec. Pondok Kelapa"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260909,"Kec. Pondok Kubang"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260903,"Kec. Taba Penanjung"
260900,"Kab. Bengkulu Tengah, Prov. Bengkulu",260901,"Kec. Talang Empat"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260118,"Kec. Air Besi"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260117,"Kec. Air Napal"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260123,"Kec. Air Padang"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260106,"Kec. Arga Makmur"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260124,"Kec. Arma Jaya"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260119,"Kec. Batik Nau"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260101,"Kec. Enggano"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260120,"Kec. Giri Mulia"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260122,"Kec. Hulu Palik"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260105,"Kec. Kerkap"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260109,"Kec. Ketahun"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260107,"Kec. Lais"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260121,"Kec. Napal Putih"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260108,"Kec. Padang Jaya"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260110,"Kec. Putri Hijau"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260125,"Kec. Tanjungagung Palik"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260126,"Kec. Ulok Kupai"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260127,"Kecamatan Marga Sakti Sebelat"
260100,"Kab. Bengkulu Utara, Prov. Bengkulu",260128,"Kecamatan Pinang Raya"
260700,"Kab. Kaur, Prov. Bengkulu",260701,"Kec. Kaur Selatan"
260700,"Kab. Kaur, Prov. Bengkulu",260702,"Kec. Kaur Tengah"
260700,"Kab. Kaur, Prov. Bengkulu",260703,"Kec. Kaur Utara"
260700,"Kab. Kaur, Prov. Bengkulu",260712,"Kec. Kelam Tengah"
260700,"Kab. Kaur, Prov. Bengkulu",260706,"Kec. Kinal"
260700,"Kab. Kaur, Prov. Bengkulu",260709,"Kec. Luas"
260700,"Kab. Kaur, Prov. Bengkulu",260715,"Kec. Lungkang Kule"
260700,"Kab. Kaur, Prov. Bengkulu",260704,"Kec. Maje"
260700,"Kab. Kaur, Prov. Bengkulu",260710,"Kec. Muara Sahung"
260700,"Kab. Kaur, Prov. Bengkulu",260705,"Kec. Nasal"
260700,"Kab. Kaur, Prov. Bengkulu",260713,"Kec. Padang Guci Hilir"
260700,"Kab. Kaur, Prov. Bengkulu",260714,"Kec. Padang Guci Hulu"
260700,"Kab. Kaur, Prov. Bengkulu",260711,"Kec. Semidang Gumay"
260700,"Kab. Kaur, Prov. Bengkulu",260707,"Kec. Tanjung Kemuning"
260700,"Kab. Kaur, Prov. Bengkulu",260708,"Kec.Tetap"
260500,"Kab. Kepahiang, Prov. Bengkulu",260502,"Kec. Bermani Ilir"
260500,"Kab. Kepahiang, Prov. Bengkulu",260507,"Kec. Kaba Wetan"
260500,"Kab. Kepahiang, Prov. Bengkulu",260501,"Kec. Kepahiang"
260500,"Kab. Kepahiang, Prov. Bengkulu",260508,"Kec. Merigi"
260500,"Kab. Kepahiang, Prov. Bengkulu",260505,"Kec. Muara Kemumu"
260500,"Kab. Kepahiang, Prov. Bengkulu",260506,"Kec. Seberang Musi"
260500,"Kab. Kepahiang, Prov. Bengkulu",260503,"Kec. Tebat Karai"
260500,"Kab. Kepahiang, Prov. Bengkulu",260504,"Kec. Ujan Mas"
260600,"Kab. Lebong, Prov. Bengkulu",260611,"Kec. Amen"
260600,"Kab. Lebong, Prov. Bengkulu",260608,"Kec. Bingin Kuning"
260600,"Kab. Lebong, Prov. Bengkulu",260605,"Kec. Lebong Atas"
260600,"Kab. Lebong, Prov. Bengkulu",260609,"Kec. Lebong Sakti"
260600,"Kab. Lebong, Prov. Bengkulu",260601,"Kec. Lebong Selatan"
260600,"Kab. Lebong, Prov. Bengkulu",260604,"Kec. Lebong Tengah"
260600,"Kab. Lebong, Prov. Bengkulu",260602,"Kec. Lebong Utara"
260600,"Kab. Lebong, Prov. Bengkulu",260614,"Kec. Padang Bano"
260600,"Kab. Lebong, Prov. Bengkulu",260610,"Kec. Pelabai"
260600,"Kab. Lebong, Prov. Bengkulu",260613,"Kec. Pinang Belapis"
260600,"Kab. Lebong, Prov. Bengkulu",260603,"Kec. Rimbo Pegadang"
260600,"Kab. Lebong, Prov. Bengkulu",260607,"Kec. Topos"
260600,"Kab. Lebong, Prov. Bengkulu",260612,"Kec. Uram Jaya"
260400,"Kab. Muko-muko, Prov. Bengkulu",260412,"Kec. Air Dikit"
260400,"Kab. Muko-muko, Prov. Bengkulu",260414,"Kec. Air Manjunto"
260400,"Kab. Muko-muko, Prov. Bengkulu",260406,"Kec. Air Rami"
260400,"Kab. Muko-muko, Prov. Bengkulu",260491,"Kec. Ipuh"
260400,"Kab. Muko-muko, Prov. Bengkulu",260403,"Kec. Kota Mukomuko"
260400,"Kab. Muko-muko, Prov. Bengkulu",260405,"Kec. Lubuk Pinang"
260400,"Kab. Muko-muko, Prov. Bengkulu",260407,"Kec. Malin Deman"
260400,"Kab. Muko-muko, Prov. Bengkulu",260401,"Kec. Muko-Muko Selatan"
260400,"Kab. Muko-muko, Prov. Bengkulu",260410,"Kec. Penarik"
260400,"Kab. Muko-muko, Prov. Bengkulu",260404,"Kec. Pondok Suguh"
260400,"Kab. Muko-muko, Prov. Bengkulu",260411,"Kec. Selagan Raya"
260400,"Kab. Muko-muko, Prov. Bengkulu",260408,"Kec. Sungai Rumbai"
260400,"Kab. Muko-muko, Prov. Bengkulu",260409,"Kec. Teramang Jaya"
260400,"Kab. Muko-muko, Prov. Bengkulu",260402,"Kec. Teras Terunjam"
260400,"Kab. Muko-muko, Prov. Bengkulu",260415,"Kec. V Koto"
260400,"Kab. Muko-muko, Prov. Bengkulu",260413,"Kec. XIV Koto"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260211,"Kec. Bermani Ulu"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260223,"Kec. Bermani Ulu Raya"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260218,"Kec. Bindu Riang"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260204,"Kec. Curup"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260221,"Kec. Curup Selatan"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260222,"Kec. Curup Tengah"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260225,"Kec. Curup Timur"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260224,"Kec. Curup Utara"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260202,"Kec. Kota Padang"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260203,"Kec. Padang Ulang Tanding"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260212,"Kec. Selupu Rejang"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260217,"Kec. Sindang Beliti Ilir"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260219,"Kec. Sindang Beliti Ulu"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260220,"Kec. Sindang Dataran"
260200,"Kab. Rejang Lebong, Prov. Bengkulu",260210,"Kec. Sindang Kelingi"
260800,"Kab. Seluma, Prov. Bengkulu",260813,"Kec. Air Periukan"
260800,"Kab. Seluma, Prov. Bengkulu",260806,"Kec. Ilir Talo"
260800,"Kab. Seluma, Prov. Bengkulu",260814,"Kec. Lubuk Sandi"
260800,"Kab. Seluma, Prov. Bengkulu",260802,"Kec. Seluma"
260800,"Kab. Seluma, Prov. Bengkulu",260810,"Kec. Seluma Barat"
260800,"Kab. Seluma, Prov. Bengkulu",260809,"Kec. Seluma Selatan"
260800,"Kab. Seluma, Prov. Bengkulu",260811,"Kec. Seluma Timur"
260800,"Kab. Seluma, Prov. Bengkulu",260812,"Kec. Seluma Utara"
260800,"Kab. Seluma, Prov. Bengkulu",260805,"Kec. Semidang Alas"
260800,"Kab. Seluma, Prov. Bengkulu",260804,"Kec. Semidang Alas Maras"
260800,"Kab. Seluma, Prov. Bengkulu",260803,"Kec. Sukaraja"
260800,"Kab. Seluma, Prov. Bengkulu",260801,"Kec. Talo"
260800,"Kab. Seluma, Prov. Bengkulu",260807,"Kec. Talo Kecil"
260800,"Kab. Seluma, Prov. Bengkulu",260808,"Kec. Ulu Talo"
266000,"Kota Bengkulu, Prov. Bengkulu",266002,"Kec. Gading Cempaka"
266000,"Kota Bengkulu, Prov. Bengkulu",266005,"Kec. Kampung Melayu"
266000,"Kota Bengkulu, Prov. Bengkulu",266004,"Kec. Muara Bangkahulu"
266000,"Kota Bengkulu, Prov. Bengkulu",266006,"Kec. Ratu Agung"
266000,"Kota Bengkulu, Prov. Bengkulu",266007,"Kec. Ratu Samban"
266000,"Kota Bengkulu, Prov. Bengkulu",266001,"Kec. Selebar"
266000,"Kota Bengkulu, Prov. Bengkulu",266009,"Kec. Singaran Pati"
266000,"Kota Bengkulu, Prov. Bengkulu",266008,"Kec. Sungai Serut"
266000,"Kota Bengkulu, Prov. Bengkulu",266003,"Kec. Teluk Segara"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040105,"Kec. Bambang Lipuro"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040113,"Kec. Banguntapan"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040107,"Kec. Bantul"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040110,"Kec. Dlingo"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040109,"Kec. Imogiri"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040108,"Kec. Jetis"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040115,"Kec. Kasihan"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040103,"Kec. Kretek"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040116,"Kec. Pajangan"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040106,"Kec. Pandak"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040112,"Kec. Piyungan"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040111,"Kec. Pleret"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040104,"Kec. Pundong"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040102,"Kec. Sanden"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040117,"Kec. Sedayu"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040114,"Kec. Sewon"
040100,"Kab. Bantul, Prov. D.I. Yogyakarta",040101,"Kec. Srandakan"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040312,"Kec. Gedangsari"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040317,"Kec. Girisubo"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040308,"Kec. Karangmojo"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040314,"Kec. Ngawen"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040313,"Kec. Nglipar"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040302,"Kec. Paliyan"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040301,"Kec. Panggang"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040311,"Kec. Patuk"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040310,"Kec. Playen"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040307,"Kec. Ponjong"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040316,"Kec. Purwosari"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040305,"Kec. Rongkop"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040303,"Kec. Saptosari"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040306,"Kec. Semanu"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040315,"Kec. Semin"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040318,"Kec. Tanjungsari"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040304,"Kec. Tepus"
040300,"Kab. Gunung Kidul, Prov. D.I. Yogyakarta",040309,"Kec. Wonosari"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040404,"Kec. Galur"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040409,"Kec. Girimulyo"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040411,"Kec. Kalibawang"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040408,"Kec. Kokap"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040405,"Kec. Lendah"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040410,"Kec. Nanggulan"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040403,"Kec. Panjatan"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040407,"Kec. Pengasih"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040412,"Kec. Samigaluh"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040406,"Kec. Sentolo"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040401,"Kec. Temon"
040400,"Kab. Kulon Progo, Prov. D.I. Yogyakarta",040402,"Kec. Wates"
040200,"Kab. Sleman, Prov. D.I. Yogyakarta",040208,"Kec. Berbah"
040200,"Kab. Sleman, Prov. D.I. Yogyakarta",040217,"Kec. Cangkringan"
040200,"Kab. Sleman, Prov. D.I. Yogyakarta",040207,"Kec. Depok"
040200,"Kab. Sleman, Prov. D.I. Yogyakarta",040218,"Kec. Gamping"
040200,"Kab. Sleman, Prov. D.I. Yogyakarta",040204,"Kec. Godean"
040200,"Kab. Sleman, Prov. D.I. Yogyakarta",040210,"Kec. Kalasan"
